user_id,heart_rate_BPM,blood_oxygen_level,step_count,sleep_duration_hr,activity_level,stress_level,activity_intensity,stress_sleep_ratio,health_score
5272,82.5,99.4,1741.5,7.9,Active,7,143673.75,0.8861,0.783850
5273,95.1,99.7,1381.9,7.0,Active,2,131418.69,0.2857,0.901300
5274,68.5,99.4,1266.7,8.6,Highly_Active,1,86768.95,0.1163,0.990100
5275,56.2,98.2,1274.8,5.9,Sedentary,6,71643.76,1.0169,0.734050
5276,73.2,100.0,3534.1,6.7,Highly_Active,6,258696.12,0.8955,0.771250
5277,76.2,97.5,2983.3,6.6,Sedentary,5,227327.46,0.7576,0.787500
5278,75.3,98.4,8751.2,6.9,Sedentary,6,658965.36,0.8696,0.772350
5279,40.0,96.7,2163.0,7.4,Sedentary,6,86520.00,0.8108,0.784300
5280,70.3,97.3,6179.1,8.2,Highly_Active,3,434390.73,0.3659,0.906700
5281,60.3,98.8,2547.1,4.9,Sedentary,2,153590.13,0.4082,0.818950
5282,40.0,95.4,2509.4,4.6,Active,8,100376.00,1.7391,0.614100
5283,78.1,97.3,12787.2,7.9,Sedentary,7,998680.32,0.8861,0.775450
5284,72.5,96.5,894.4,5.2,Highly_Active,5,64844.00,0.9615,0.731000
5285,57.4,96.6,1910.8,6.5,Sedentary,3,109679.92,0.4615,0.840150
5286,87.4,100.0,486.2,6.8,Highly_Active,5,42493.88,0.7353,0.805000
5287,0.0,98.7,4985.4,4.5,Sedentary,10,0.00,2.2222,0.563550
5288,78.3,96.8,5715.4,7.0,Active,7,447515.82,1.0000,0.739700
5289,88.2,95.9,8796.7,7.7,Highly_Active,5,775868.94,0.6494,0.822350
5290,82.3,96.8,2015.4,7.0,Highly_Active,10,165867.42,1.4286,0.649700
5291,50.2,94.9,6615.5,4.9,Highly_Active,4,332098.10,0.8163,0.743350
5292,82.6,99.6,111.2,8.7,Sedentary,3,9185.12,0.3448,0.934650
5293,99.5,100.0,4962.3,5.1,Sedentary,2,493748.85,0.3922,0.831250
5294,108.7,98.0,1952.4,9.8,Highly_Active,5,212225.88,0.5102,0.909500
5295,96.0,96.8,8550.1,5.9,Highly_Active,1,820809.60,0.1695,0.878450
5296,56.3,100.0,13925.6,2.9,Sedentary,6,784011.28,2.0690,0.628750
5297,40.0,95.7,669.9,6.8,Highly_Active,8,26796.00,1.1765,0.697800
5298,40.0,95.7,56.6,8.2,Sedentary,2,2264.00,0.2439,0.930300
5299,91.8,99.5,2806.3,6.8,Active,10,257618.34,1.4706,0.653000
5300,82.3,97.4,6923.7,4.9,Active,10,569820.51,2.0408,0.573350
5301,54.9,96.0,267.6,5.2,Highly_Active,9,14691.24,1.7308,0.609000
5302,87.1,97.4,4879.0,5.9,Sedentary,10,424960.90,1.6949,0.610850
5303,50.2,97.7,4408.5,6.5,Active,9,221306.70,1.3846,0.664550
5304,71.3,96.5,1827.9,8.2,Sedentary,10,130329.27,1.2195,0.693500
5305,81.6,97.4,3501.8,8.2,Highly_Active,5,285746.88,0.6098,0.847100
5306,68.5,94.9,11705.2,5.6,Active,6,801806.20,1.0714,0.709600
5307,107.6,98.3,14852.9,6.2,Sedentary,5,1598172.04,0.8065,0.775700
5308,71.9,99.2,13695.1,6.0,Active,5,984677.69,0.8333,0.771800
5309,66.0,98.2,340.8,6.1,Sedentary,5,22492.80,0.8197,0.771550
5310,52.5,98.2,5265.4,4.2,Sedentary,6,276433.50,1.4286,0.670300
5311,0.0,97.2,1492.4,9.2,Sedentary,9,0.00,0.9783,0.763800
5312,83.3,98.3,3942.2,8.6,Sedentary,6,328385.26,0.6977,0.835700
5313,96.2,96.0,5462.8,7.0,Highly_Active,5,525521.36,0.7143,0.796500
5314,57.6,100.0,11656.0,4.0,Sedentary,1,671385.60,0.2500,0.820000
5315,0.0,97.5,508.1,5.6,Highly_Active,8,0.00,1.4286,0.660000
5316,85.3,99.9,1684.7,9.3,Highly_Active,2,143704.91,0.2151,0.988350
5317,40.0,100.0,622.2,6.6,Highly_Active,5,24888.00,0.7576,0.797500
5318,59.9,98.9,193.4,6.3,Active,10,11584.66,1.5873,0.631850
5319,65.1,100.0,3876.3,6.3,Sedentary,8,252347.13,1.2698,0.696250
5320,70.6,95.4,8545.9,5.7,Sedentary,9,603340.54,1.5789,0.625350
5321,91.0,100.0,3362.3,7.7,Active,3,305969.30,0.3896,0.898750
5322,40.0,99.4,4907.9,2.7,Active,2,196316.00,0.7407,0.738850
5323,69.6,96.1,2441.5,7.6,Sedentary,4,169928.40,0.5263,0.849400
5324,72.0,95.3,8082.2,6.8,Sedentary,7,581918.40,1.0294,0.726200
5325,73.1,100.0,8721.7,5.5,Sedentary,4,637556.27,0.7273,0.786250
5326,61.1,96.7,9679.7,7.7,Highly_Active,8,591429.67,1.0390,0.735550
5327,63.6,99.0,11962.0,5.8,Sedentary,10,760783.20,1.7241,0.613500
5328,70.4,96.8,847.1,8.4,Sedentary,6,59635.84,0.7143,0.822200
5329,108.1,98.1,1983.2,7.0,Highly_Active,9,214383.92,1.2857,0.684900
5330,55.2,99.0,17415.1,9.6,Sedentary,5,961313.52,0.5208,0.906000
5331,80.4,96.1,14028.7,5.8,Highly_Active,8,1127907.48,1.3793,0.661900
5332,69.6,100.0,4502.1,4.8,Highly_Active,3,313346.16,0.6250,0.790000
5333,68.4,98.3,8109.9,7.1,Highly_Active,3,554717.16,0.4225,0.869450
5334,53.6,98.6,16602.5,7.7,Sedentary,4,889894.00,0.5195,0.863150
5335,92.5,96.9,2121.3,3.7,Highly_Active,9,196220.25,2.4324,0.556350
5336,63.7,96.5,2986.5,7.0,Highly_Active,7,190240.05,1.0000,0.738500
5337,77.7,97.2,15048.5,7.3,Sedentary,9,1169268.45,1.2329,0.692550
5338,69.4,100.0,11769.4,7.2,Highly_Active,7,816796.36,0.9722,0.760000
5339,55.3,100.0,58.3,7.6,Sedentary,8,3223.99,1.0526,0.745000
5340,77.5,99.0,2349.5,6.7,Highly_Active,2,182086.25,0.2985,0.887250
5341,69.6,96.9,6978.7,5.0,Sedentary,2,485717.52,0.4000,0.815100
5342,83.6,98.2,968.4,6.7,Highly_Active,8,80958.24,1.1940,0.704050
5343,86.9,99.9,5929.0,1.3,Highly_Active,7,515230.10,5.3846,0.538350
5344,43.7,95.8,4075.4,4.5,Highly_Active,2,178094.98,0.4444,0.791950
5345,55.1,100.0,342.3,9.0,Active,2,18860.73,0.2222,0.977500
5346,91.0,95.5,9634.2,7.6,Sedentary,9,876712.20,1.1842,0.697000
5347,68.4,98.0,9102.7,6.7,Sedentary,2,622624.68,0.2985,0.883250
5348,90.8,97.0,25673.1,7.6,Sedentary,5,2331117.48,0.6579,0.823000
5349,70.4,100.0,409.1,5.8,Sedentary,8,28800.64,1.3793,0.677500
5350,91.7,98.2,1011.5,0.0,Sedentary,7,92754.55,NULL,0.482800
5351,73.9,93.8,3796.6,5.4,Sedentary,3,280568.74,0.5556,0.787700
5352,0.0,96.1,19265.7,5.8,Sedentary,1,0.00,0.1724,0.871900
5353,58.0,98.2,3254.9,6.5,Highly_Active,1,188784.20,0.1538,0.906550
5354,81.0,95.0,15830.8,8.1,Highly_Active,5,1282294.80,0.6173,0.833750
5355,85.0,98.0,4042.7,4.8,Active,4,343629.50,0.8333,0.752000
5356,87.8,97.1,4979.8,3.2,Active,10,437226.44,3.1250,0.508400
5357,76.1,99.6,11610.0,6.0,Active,1,883521.00,0.1667,0.893400
5358,52.3,97.0,665.6,5.6,Highly_Active,2,34810.88,0.3571,0.838000
5359,60.5,100.0,10879.2,10.3,Highly_Active,10,658191.60,0.9709,0.786250
5360,77.0,96.7,6252.3,8.3,Sedentary,4,481427.10,0.4819,0.878050
5361,76.7,93.8,5015.5,8.3,Active,10,384688.85,1.2048,0.686450
5362,59.5,96.0,10959.8,3.8,Highly_Active,10,652108.10,2.6316,0.526500
5363,105.0,98.9,6904.2,6.3,Highly_Active,7,724941.00,1.1111,0.721850
5364,92.8,95.5,5015.9,8.1,Sedentary,5,465475.52,0.6173,0.835750
5365,102.7,96.9,10442.0,8.2,Sedentary,7,1072393.40,0.8537,0.785100
5366,62.5,95.9,7536.7,5.5,Sedentary,5,471043.75,0.9091,0.739850
5367,70.9,96.7,3746.8,7.2,Sedentary,2,265648.12,0.2778,0.896800
5368,89.4,100.0,644.5,6.6,Active,2,57618.30,0.3030,0.887500
5369,83.7,95.0,20374.8,7.2,Sedentary,9,1705370.76,1.2500,0.680000
5370,56.8,97.1,12576.8,7.6,Highly_Active,1,714362.24,0.1316,0.943400
5371,81.4,97.2,11739.4,7.5,Highly_Active,8,955587.16,1.0667,0.730050
5372,54.5,99.0,2214.9,0.0,Highly_Active,3,120712.05,NULL,0.606000
5373,87.1,92.2,18406.3,4.8,Sedentary,7,1603188.73,1.4583,0.638800
5374,92.3,96.7,9760.9,7.4,Highly_Active,6,900931.07,0.8108,0.784300
5375,74.4,95.5,8155.6,4.3,Active,5,606776.64,1.1628,0.693250
5376,63.3,99.0,1685.1,6.7,Highly_Active,4,106666.83,0.5970,0.827250
5377,40.5,100.0,11914.0,4.6,Active,2,482517.00,0.4348,0.812500
5378,54.8,97.6,1149.5,5.4,Active,9,62992.60,1.6667,0.622900
5379,40.0,98.2,27642.8,8.8,Active,6,1105712.00,0.6818,0.842800
5380,71.7,96.3,16480.7,6.2,Active,5,1181666.19,0.8065,0.767700
5381,61.3,100.0,1999.1,5.9,Highly_Active,2,122544.83,0.3390,0.861250
5382,232.9,96.0,9402.7,7.2,Highly_Active,9,2189888.83,1.2500,0.684000
5383,79.0,100.0,2594.1,4.4,Highly_Active,7,204933.90,1.5909,0.655000
5384,76.0,98.6,6113.4,6.4,Sedentary,10,464618.40,1.5625,0.634400
5385,76.4,100.0,11032.7,6.6,Active,2,842898.28,0.3030,0.887500
5386,51.3,100.0,7255.3,6.8,Sedentary,4,372196.89,0.5882,0.835000
5387,99.9,100.0,4291.2,5.3,Active,1,428690.88,0.1887,0.868750
5388,55.8,95.2,9687.4,7.8,Active,10,540556.92,1.2821,0.673300
5389,77.7,98.1,172.6,5.0,Active,8,13411.02,1.6000,0.639900
5390,68.9,96.8,1763.6,7.6,Active,7,121512.04,0.9211,0.762200
5391,73.7,94.8,5780.2,6.1,Highly_Active,4,426000.74,0.6557,0.787950
5392,88.9,96.5,3147.7,6.8,Highly_Active,3,279830.53,0.4412,0.851000
5393,69.6,96.4,1697.7,6.6,Highly_Active,5,118159.92,0.7576,0.783100
5394,64.7,97.8,8102.0,8.7,Active,6,524199.40,0.6897,0.837450
5395,90.9,98.4,3788.0,5.4,Highly_Active,2,344329.20,0.3704,0.836100
5396,68.0,100.0,2398.5,8.1,Sedentary,10,163098.00,1.2346,0.703750
5397,71.5,97.7,11996.9,4.7,Active,10,857778.35,2.1277,0.567050
5398,59.9,99.6,4497.3,4.2,Highly_Active,4,269388.27,0.9524,0.735900
5399,69.0,96.8,9841.8,5.6,Sedentary,10,679084.20,1.7857,0.597200
5400,99.1,97.6,5226.2,7.2,Active,9,517916.42,1.2500,0.690400
5401,91.9,99.9,14034.4,8.1,Active,8,1289761.36,0.9877,0.763350
5402,57.0,100.0,10648.2,9.5,Sedentary,6,606947.40,0.6316,0.876250
5403,82.4,98.9,931.6,6.2,Highly_Active,4,76763.84,0.6452,0.808100
5404,81.9,99.6,6732.1,4.7,Highly_Active,5,551358.99,1.0638,0.724650
5405,66.3,98.0,1761.6,7.5,Sedentary,1,116794.08,0.1333,0.943250
5406,78.1,96.0,1219.3,10.4,Active,6,95227.33,0.5769,0.894000
5407,72.8,99.4,6384.9,7.7,Highly_Active,7,464820.72,0.9091,0.776350
5408,85.1,96.1,38818.3,7.0,Highly_Active,2,3303437.33,0.2857,0.886900
5409,104.9,98.1,1072.1,7.4,Highly_Active,8,112463.29,1.0811,0.729900
5410,83.0,96.3,1746.1,8.0,Highly_Active,1,144926.30,0.1250,0.955200
5411,68.2,99.5,5493.5,8.2,Sedentary,5,374656.70,0.6098,0.855500
5412,65.8,99.2,4541.3,7.0,Highly_Active,8,298817.54,1.1429,0.719300
5413,76.2,98.2,2984.7,5.6,Active,3,227434.14,0.5357,0.812800
5414,102.6,96.0,5863.6,3.5,Sedentary,6,601605.36,1.7143,0.635250
5415,76.0,97.1,27177.3,4.1,Highly_Active,2,2065474.80,0.4878,0.782150
5416,0.0,99.6,5102.0,6.7,Highly_Active,4,0.00,0.5970,0.829650
5417,83.6,98.3,14745.4,3.6,Sedentary,1,1232715.44,0.2778,0.798200
5418,59.5,93.7,11995.9,6.7,Highly_Active,3,713756.05,0.4478,0.836050
5419,98.9,100.0,1098.8,6.8,Sedentary,8,108671.32,1.1765,0.715000
5420,63.3,100.0,22576.6,6.2,Sedentary,2,1429098.78,0.3226,0.872500
5421,53.0,97.9,4170.4,5.7,Active,10,221031.20,1.7544,0.605350
5422,89.9,95.8,6958.6,6.9,Highly_Active,10,625578.14,1.4493,0.641950
5423,58.4,100.0,7999.7,6.1,Active,2,467182.48,0.3279,0.868750
5424,68.1,98.7,1507.2,6.0,Highly_Active,2,102640.32,0.3333,0.859800
5425,72.8,100.0,11517.9,10.2,Highly_Active,5,838503.12,0.4902,0.932500
5426,94.1,96.9,23717.1,5.3,Sedentary,6,2231779.11,1.1321,0.706350
5427,82.1,96.2,5801.2,8.5,Sedentary,6,476278.52,0.7059,0.823550
5428,55.6,94.7,1469.6,8.1,Active,5,81709.76,0.6173,0.832550
5429,68.8,97.1,17023.3,6.4,Sedentary,8,1171203.04,1.2500,0.688400
5430,65.1,95.9,4057.8,0.0,Highly_Active,6,264162.78,NULL,0.503600
5431,50.6,97.6,19341.0,8.2,Active,5,978654.60,0.6098,0.847900
5432,78.8,98.6,1129.6,4.8,Highly_Active,1,89012.48,0.2083,0.844400
5433,97.7,96.8,6785.3,7.7,Sedentary,5,662923.81,0.6494,0.825950
5434,88.3,96.2,9553.4,0.0,Active,9,843565.22,NULL,0.414800
5435,83.8,99.2,5723.6,7.5,Sedentary,5,479637.68,0.6667,0.828050
5436,97.6,96.5,30617.5,7.0,Sedentary,1,2988268.00,0.1429,0.918500
5437,0.0,99.5,6562.0,7.3,Highly_Active,2,0.00,0.2740,0.911750
5438,83.8,100.0,13231.5,5.5,Sedentary,1,1108799.70,0.1818,0.876250
5439,82.4,96.3,8771.9,7.2,Sedentary,4,722804.56,0.5556,0.835200
5440,67.5,97.6,3183.2,7.6,Highly_Active,5,214866.00,0.6579,0.825400
5441,58.6,95.9,1138.7,5.0,Highly_Active,7,66727.82,1.4000,0.661100
5442,67.0,98.3,644.5,6.9,Highly_Active,1,43181.50,0.1449,0.921950
5443,0.0,98.6,8593.6,5.3,Highly_Active,8,0.00,1.5094,0.653150
5444,80.1,99.6,25051.3,8.9,Sedentary,6,2006609.13,0.6742,0.852150
5445,81.5,100.0,3220.6,8.0,Sedentary,3,262478.90,0.3750,0.910000
5446,45.5,98.6,5055.1,6.1,Active,9,230007.05,1.4754,0.653150
5447,84.1,99.2,67.0,7.4,Highly_Active,7,5634.70,0.9459,0.764300
5448,69.4,98.5,4897.0,5.3,Highly_Active,10,339851.80,1.8868,0.592750
5449,76.2,98.6,11427.6,3.5,Sedentary,9,870783.12,2.5714,0.555650
5450,101.6,96.3,5168.0,8.8,Active,4,525068.80,0.4545,0.895200
5451,97.3,92.5,5227.5,6.2,Sedentary,8,508635.75,1.2903,0.662500
5452,115.0,96.5,6463.8,7.5,Sedentary,3,743337.00,0.4000,0.877250
5453,63.0,98.5,7864.9,9.4,Active,2,495488.70,0.2128,0.986500
5454,232.1,96.1,46.0,5.6,Active,3,10676.60,0.5357,0.804400
5455,68.0,100.0,2091.2,6.6,Highly_Active,9,142201.60,1.3636,0.677500
5456,76.3,98.8,9187.2,6.6,Highly_Active,2,700983.36,0.3030,0.882700
5457,85.8,97.3,17875.8,6.9,Sedentary,7,1533743.64,1.0145,0.737950
5458,77.5,98.1,7306.8,7.5,Highly_Active,7,566277.00,0.9333,0.763650
5459,65.9,97.8,11419.1,7.9,Active,10,752518.69,1.2658,0.687450
5460,71.3,100.0,2027.6,6.2,Highly_Active,3,144567.88,0.4839,0.842500
5461,83.2,97.8,6251.3,4.7,Active,1,520108.16,0.2128,0.837450
5462,60.3,100.0,5220.9,8.4,Highly_Active,1,314820.27,0.1190,0.985000
5463,102.1,97.8,388.9,6.8,Highly_Active,9,39706.69,1.3235,0.676200
5464,58.4,98.3,11337.7,7.8,Highly_Active,2,662121.68,0.2564,0.925700
5465,80.4,96.8,5109.8,7.5,Highly_Active,7,410827.92,0.9333,0.758450
5466,74.8,95.7,480.2,8.0,Highly_Active,9,35918.96,1.1250,0.712800
5467,71.1,96.0,5613.4,3.7,Active,6,399112.74,1.6216,0.642750
5468,59.8,98.1,19514.9,5.2,Highly_Active,8,1166991.02,1.5385,0.647400
5469,72.0,95.6,183.8,6.3,Highly_Active,5,13233.60,0.7937,0.768650
5470,53.5,97.9,1214.6,9.2,Active,1,64981.10,0.1087,1.006600
5471,83.6,98.6,16298.5,8.7,Highly_Active,6,1362554.60,0.6897,0.840650
5472,52.7,97.5,5198.4,6.1,Active,5,273955.68,0.8197,0.768750
5473,81.8,99.7,16220.0,3.1,Highly_Active,2,1326796.00,0.6452,0.755050
5474,87.2,99.3,13241.7,10.7,Sedentary,2,1154676.24,0.1869,1.038450
5475,94.4,98.8,2021.4,7.6,Sedentary,5,190820.16,0.6579,0.830200
5476,55.5,99.3,7009.5,3.4,Sedentary,4,389027.25,1.1765,0.704700
5477,83.1,96.8,32.9,6.7,Highly_Active,5,2733.99,0.7463,0.788450
5478,63.5,98.5,6254.7,4.3,Sedentary,6,397173.45,1.3953,0.675250
5479,85.6,100.0,3461.0,9.2,Active,8,296261.60,0.8696,0.805000
5480,72.0,97.4,3852.7,6.2,Highly_Active,1,277394.40,0.1613,0.892100
5481,85.3,98.5,1589.6,4.7,Active,4,135592.88,0.8511,0.750250
5482,0.0,95.1,1311.8,7.8,Highly_Active,6,0.00,0.7692,0.792900
5483,64.0,95.7,919.9,3.6,Highly_Active,8,58873.60,2.2222,0.577800
5484,76.9,100.0,1298.2,9.6,Active,3,99831.58,0.3125,0.970000
5485,91.7,97.4,3908.9,5.4,Sedentary,2,358446.13,0.3704,0.832100
5486,82.5,98.1,7111.6,6.2,Sedentary,9,586707.00,1.4516,0.654900
5487,88.1,97.6,11725.2,9.1,Active,6,1032990.12,0.6593,0.851650
5488,72.1,98.6,997.4,6.7,Highly_Active,8,71912.54,1.1940,0.705650
5489,81.7,99.2,9208.9,7.3,Highly_Active,1,752367.13,0.1370,0.940550
5490,98.5,94.2,4128.7,4.0,Highly_Active,4,406676.95,1.0000,0.706800
5491,66.4,96.2,961.6,7.9,Highly_Active,6,63850.24,0.7595,0.801050
5492,61.4,98.6,407.1,8.5,Active,4,24995.94,0.4706,0.893150
5493,76.2,97.3,550.2,6.8,Active,1,41925.24,0.1471,0.914200
5494,68.9,96.6,1414.2,5.8,Highly_Active,10,97438.38,1.7241,0.603900
5495,73.7,98.2,9724.8,3.7,Sedentary,1,716717.76,0.2703,0.801550
5496,0.0,97.2,1864.9,4.3,Active,10,0.00,2.3256,0.550050
5497,73.4,99.9,1399.2,5.3,Highly_Active,2,102701.28,0.3774,0.838350
5498,57.7,100.0,2012.0,7.1,Active,10,116092.40,1.4085,0.666250
5499,0.0,96.6,20262.0,8.4,Active,8,0.00,0.9524,0.761400
5500,81.8,96.0,8218.8,4.7,Sedentary,2,672297.84,0.4255,0.800250
5501,0.0,99.2,793.5,0.0,Highly_Active,7,0.00,NULL,0.486800
5502,60.8,100.0,8073.2,5.5,Active,7,490850.56,1.2727,0.696250
5503,43.8,96.9,1219.7,5.4,Sedentary,7,53422.86,1.2963,0.680100
5504,95.8,97.9,5317.9,5.4,Sedentary,3,509454.82,0.5556,0.804100
5505,66.4,98.3,8387.6,4.4,Highly_Active,8,556936.64,1.8182,0.618200
5506,90.0,99.5,7486.1,5.2,Highly_Active,7,673749.00,1.3462,0.683000
5507,59.6,97.6,14907.1,8.5,Active,1,888463.16,0.1176,0.979150
5508,73.4,98.4,10453.2,6.3,Active,7,767264.88,1.1111,0.719850
5509,91.3,93.7,8917.6,6.7,Active,7,814176.88,1.0448,0.716050
5510,82.0,95.7,10854.9,8.5,Active,7,890101.80,0.8235,0.791550
5511,63.7,97.4,1889.5,5.0,Active,2,120361.15,0.4000,0.817100
5512,0.0,98.1,20976.6,5.9,Sedentary,8,0.00,1.3559,0.673650
5513,0.0,99.6,4971.6,4.2,Highly_Active,10,0.00,2.3810,0.555900
5514,60.6,98.0,1706.7,7.0,Highly_Active,6,103426.02,0.8571,0.774500
5515,71.2,96.0,7734.8,7.0,Active,3,550717.76,0.4286,0.856500
5516,68.5,97.8,12481.8,6.8,Active,4,855003.30,0.5882,0.826200
5517,87.0,96.9,3285.8,5.6,Sedentary,3,285864.60,0.5357,0.807600
5518,94.3,96.1,1645.4,5.1,Active,8,155161.22,1.5686,0.635650
5519,55.0,96.7,10707.9,5.9,Sedentary,5,588934.50,0.8475,0.758050
5520,74.8,98.6,16308.8,8.6,Sedentary,10,1219898.24,1.1628,0.716900
5521,73.7,100.0,3122.1,7.8,Highly_Active,8,230098.77,1.0256,0.752500
5522,83.4,95.7,17497.1,5.3,Highly_Active,6,1459258.14,1.1321,0.701550
5523,76.4,98.5,9133.2,4.6,Active,8,697776.48,1.7391,0.626500
5524,97.8,96.6,13364.1,7.7,Active,6,1307008.98,0.7792,0.795150
5525,83.6,96.3,1367.5,6.1,Sedentary,8,114323.00,1.3115,0.673950
5526,0.0,98.9,11778.4,9.5,Highly_Active,4,0.00,0.4211,0.931850
5527,53.0,95.4,1091.8,6.7,Active,2,57865.40,0.2985,0.872850
5528,59.8,100.0,18449.2,5.2,Highly_Active,9,1103262.16,1.7308,0.625000
5529,40.0,98.1,7845.2,4.8,Active,3,313808.00,0.6250,0.782400
5530,78.0,94.4,7524.5,6.8,Active,3,586911.00,0.4412,0.842600
5531,62.8,97.7,1289.5,6.8,Sedentary,9,80980.60,1.3235,0.675800
5532,66.1,97.4,8990.4,4.4,Active,2,594265.44,0.4545,0.794600
5533,76.1,97.5,5462.3,0.0,Active,10,415681.03,NULL,0.390000
5534,74.4,95.1,14137.0,5.4,Active,9,1051792.80,1.6667,0.612900
5535,80.0,97.2,12588.4,6.7,Highly_Active,1,1007072.00,0.1493,0.910050
5536,84.0,100.0,8438.7,3.9,Highly_Active,3,708850.80,0.7692,0.756250
5537,78.2,99.1,1221.6,8.6,Sedentary,3,95529.12,0.3488,0.928900
5538,64.9,97.2,11156.2,6.6,Active,8,724037.38,1.2121,0.696300
5539,75.0,98.8,2377.9,7.3,Sedentary,5,178342.50,0.6849,0.818950
5540,73.7,100.0,10768.2,4.4,Sedentary,2,793616.34,0.4545,0.805000
5541,77.9,96.4,32052.6,7.0,Highly_Active,2,2496897.54,0.2857,0.888100
5542,71.3,95.4,1908.7,9.2,Active,4,136090.31,0.4348,0.906600
5543,77.9,99.9,346.8,5.8,Active,8,27015.72,1.3793,0.677100
5544,83.4,100.0,1115.7,6.4,Active,8,93049.38,1.2500,0.700000
5545,73.2,99.0,2150.8,6.1,Highly_Active,5,157438.56,0.8197,0.774750
5546,123.3,98.9,12991.0,6.1,Highly_Active,8,1601790.30,1.3115,0.684350
5547,53.6,99.1,6188.4,8.3,Highly_Active,2,331698.24,0.2410,0.947650
5548,0.0,100.0,995.7,6.8,Highly_Active,2,0.00,0.2941,0.895000
5549,103.5,98.0,8853.4,5.0,Active,7,916326.90,1.4000,0.669500
5550,65.8,97.0,1417.5,4.3,Sedentary,5,93271.50,1.1628,0.699250
5551,60.1,95.1,22830.3,4.6,Sedentary,6,1372101.03,1.3043,0.672900
5552,83.9,98.2,7364.1,3.9,Active,1,617847.99,0.2564,0.809050
5553,61.5,94.3,612.1,4.1,Active,5,37644.15,1.2195,0.680950
5554,77.9,98.6,10061.1,5.4,Sedentary,10,783759.69,1.8519,0.596900
5555,73.3,99.8,3689.4,7.9,Highly_Active,1,270433.02,0.1266,0.965450
5556,92.5,97.9,532.5,7.4,Active,1,49256.25,0.1351,0.939100
5557,61.1,97.9,1123.6,5.2,Highly_Active,8,68651.96,1.5385,0.646600
5558,98.6,94.4,7996.7,7.8,Highly_Active,1,788474.62,0.1282,0.940100
5559,79.6,99.5,4718.7,5.9,Active,10,375608.52,1.6949,0.619250
5560,69.0,97.0,11222.6,8.8,Highly_Active,8,774359.40,0.9091,0.778000
5561,83.7,96.0,1901.7,8.6,Active,3,159172.29,0.3488,0.916500
5562,90.5,98.4,4815.8,6.9,Highly_Active,10,435829.90,1.4493,0.652350
5563,101.2,98.3,8595.2,5.1,Highly_Active,1,869834.24,0.1961,0.854450
5564,59.7,97.4,962.6,7.6,Active,7,57467.22,0.9211,0.764600
5565,62.8,96.8,5317.2,6.3,Active,8,333920.16,1.2698,0.683450
5566,75.5,98.2,9862.3,8.8,Active,10,744603.65,1.1364,0.722800
5567,55.6,98.5,8333.1,5.5,Sedentary,6,463320.36,1.0909,0.720250
5568,75.4,100.0,1412.0,6.9,Sedentary,5,106464.80,0.7246,0.808750
5569,68.5,100.0,2516.7,4.3,Highly_Active,10,172393.95,2.3256,0.561250
5570,77.5,93.8,8087.7,6.2,Active,8,626796.75,1.2903,0.667700
5571,67.5,98.4,1581.0,6.0,Highly_Active,2,106717.50,0.3333,0.858600
5572,78.5,100.0,218.7,10.3,Sedentary,6,17167.95,0.5825,0.906250
5573,89.8,97.1,58.0,6.2,Active,3,5208.40,0.4839,0.830900
5574,100.8,97.8,5648.8,4.4,Sedentary,8,569399.04,1.8182,0.616200
5575,83.7,98.5,281.1,6.1,Active,6,23528.07,0.9836,0.742750
5576,86.9,98.6,9673.0,0.0,Active,2,840583.70,NULL,0.634400
5577,54.2,100.0,4270.8,6.4,Active,9,231477.36,1.4063,0.670000
5578,77.4,100.0,8335.2,7.3,Sedentary,4,645144.48,0.5479,0.853750
5579,56.9,99.9,1798.9,4.7,Sedentary,1,102357.41,0.2128,0.845850
5580,101.3,100.0,1187.4,9.4,Sedentary,9,120283.62,0.9574,0.782500
5581,72.7,99.5,1521.2,6.0,Highly_Active,1,110591.24,0.1667,0.893000
5582,78.8,99.0,7134.4,7.9,Highly_Active,9,562190.72,1.1392,0.722250
5583,63.2,99.8,5311.8,7.0,Highly_Active,7,335705.76,1.0000,0.751700
5584,52.2,96.4,16845.6,6.2,Highly_Active,8,879340.32,1.2903,0.678100
5585,68.3,98.3,13564.6,6.6,Active,3,926462.18,0.4545,0.850700
5586,65.4,96.2,343.7,6.4,Active,5,22477.98,0.7813,0.774800
5587,57.1,100.0,1187.5,6.0,Active,4,67806.25,0.6667,0.805000
5588,83.6,98.0,4183.4,6.1,Highly_Active,2,349732.24,0.3279,0.860750
5589,62.4,99.4,3854.9,4.4,Highly_Active,9,240545.76,2.0455,0.592600
5590,62.4,99.9,5086.0,4.7,Highly_Active,6,317366.40,1.2766,0.695850
5591,83.6,97.8,6324.6,4.1,Highly_Active,3,528736.56,0.7317,0.754950
5592,40.0,97.6,4994.6,6.8,Highly_Active,7,199784.00,1.0294,0.735400
5593,62.0,95.2,1514.4,8.0,Sedentary,2,93892.80,0.2500,0.920800
5594,90.5,99.0,17580.5,7.7,Highly_Active,7,1591035.25,0.9091,0.774750
5595,68.5,97.9,1391.2,8.0,Active,6,95297.20,0.7500,0.811600
5596,57.5,98.7,215.8,5.1,Highly_Active,2,12408.50,0.3922,0.826050
5597,40.0,96.9,13797.3,7.4,Active,3,551892.00,0.4054,0.875100
5598,74.4,93.4,4442.9,7.7,Sedentary,10,330551.76,1.2987,0.662350
5599,79.8,100.0,671.8,8.9,Highly_Active,2,53609.64,0.2247,0.973750
